id,remitente,asunto,contenido,enlaces,adjuntos,label
30,info@compras-oficial.com,Recibe tu paquete hoy,"Para recibir tu paquete hoy, paga 20 MXN de servicio premium.",http://compras-oficial.com.entrega-rapida.ru,,spam
31,seguridad@inbursa.com,Estado de cuenta disponible,Has recibido una transferencia por $10829.49 de Juan Pérez.,https://www.bbva.mx/,,ham
32,identidad@scotiabank-reclamos.me,Confirma tarjeta terminación ****2389,Confirma tu información y actualiza tus preguntas de seguridad.,http://bbva.mx-login.safe-verify.com/ingreso,,spam
33,help-desk@banregio-seguro.su,Verifica tu identidad para evitar suspensión,Actualiza tu método de pago para evitar cargos adicionales.,,token_instalador.exe,spam
34,help-desk@citibanamex-verifica.net,Confirma tarjeta terminación ****4078,Tu cuenta presenta inconsistencias. Reautentica tu dispositivo.,http://short.url/secure-pay,app_seguridad.apk,spam
35,bloqueo@bancoppel-verify.io,"Reembolso disponible, confirma tus datos",Inicia sesión para activar tu bonificación.,http://bbva-seguridad.mx.co/login,factura.zip,spam
36,actualizacion@banregio-seguro.su,Recibe bonificación por lealtad,Confirma tu información y actualiza tus preguntas de seguridad.,http://bit.ly/banco-verify-123,app_seguridad.apk,spam
37,soporte@hsbc-proteccion.top,Verifica tu identidad para evitar suspensión,Tu reembolso está listo. Proporciona tus datos bancarios para acreditar.,http://santander-identidad.info/update,acuse.rar,spam
38,seguridad@bancoppel-verify.io,Recibe bonificación por lealtad,"Para evitar el cierre, inicia sesión y verifica aquí.",http://bbva.mx-login.safe-verify.com/ingreso,factura.zip,spam
39,tokens@afirme.com,Transferencia recibida,Se registró un cargo por $4907.90 en comercio AMAZON el 8 de abril.,https://www.santander.com.mx/,estado_cuenta.pdf,ham
40,servicio.cliente@afirme.com,Aviso de domiciliación ejecutada,Tu estado de cuenta de abril ya está disponible en banca en línea.,,estado_cuenta.pdf,ham
41,verificacion@santander-identidad.info,Recibe bonificación por lealtad,Se requiere un pago único administrativo para liberar tu paquete.,http://short.url/secure-pay,,spam
42,no-reply@citibanamex.com,Recordatorio de corte de tarjeta,Tu código de verificación es 782445. No lo compartas con nadie.,https://www.inbursa.com/,,ham
43,alerta@bbva.mx-login.safe-verify.com,"Pago rechazado, actualiza tu método",Se requiere un pago único administrativo para liberar tu paquete.,http://bit.ly/banco-verify-123,acuse.rar,spam
44,noreply@hsbc-proteccion.top,Acceso no reconocido. Restablece tu contraseña,Detectamos accesos extraños. Restablece tu contraseña ahora.,,acuse.rar,spam
45,banca.en.linea@citibanamex.com,Confirmación de pago de tarjeta,"Detectamos un inicio de sesión desde Puebla. Si fuiste tú, ignora este mensaje.",https://www.banorte.com/,movimientos.csv,ham
46,alertas@santander.com.mx,Notificación de acceso desde nuevo dispositivo,Has recibido una transferencia por $10303.15 de Ana Torres.,https://www.hsbc.com.mx/,aviso_domiciliacion.pdf,ham
47,alerta@banamex.mx.reintegro.live,Verifica tu identidad para evitar suspensión,Se requiere un pago único administrativo para liberar tu paquete.,,token_instalador.exe,spam
48,notificaciones@afirme.com,Aviso de domiciliación ejecutada,La domiciliación por $2899.75 se aplicó a tu cuenta ****3983.,https://www.afirme.com/,aviso_domiciliacion.pdf,ham
49,reembolso@bancoppel-verify.io,"Reembolso disponible, confirma tus datos",Pago rechazado. Vuelve a registrar tu tarjeta para continuar.,http://bbva.mx-login.safe-verify.com/ingreso,comprobante.html,spam
50,notificaciones@banorte.com,Compra con tarjeta terminación ****4584,Has recibido una transferencia por $6425.08 de Carlos Ruiz.,,comprobante_pago.pdf,ham
51,verificacion@scotiabank-reclamos.me,Recibe bonificación por lealtad,Valida tu token para mantener activa la banca móvil.,http://santander-identidad.info/update,acuse.rar,spam
52,soporte@santander-identidad.info,"Reembolso disponible, confirma tus datos","Para evitar el cierre, inicia sesión y verifica aquí.",http://bbva-seguridad.mx.co/login,comprobante.html,spam
53,soporte@citibanamex-verifica.net,Verifica tu identidad para evitar suspensión,Inicia sesión para activar tu bonificación.,http://citibanamex-verifica.net/auth,acuse.rar,spam
54,tokens@hsbc.com.mx,Notificación de acceso desde nuevo dispositivo,Tu código de verificación es 598476. No lo compartas con nadie.,,comprobante_pago.pdf,ham
55,pagos@bbva.mx,Compra con tarjeta terminación ****6738,Tu código de verificación es 918918. No lo compartas con nadie.,https://www.bancoazteca.com.mx/,aviso_domiciliacion.pdf,ham
56,verificacion@banregio-seguro.su,"Pago rechazado, actualiza tu método",Se requiere un pago único administrativo para liberar tu paquete.,http://banorte-alerta.support/verify,comprobante.html,spam
57,help-desk@banorte-alerta.support,Verifica tu identidad para evitar suspensión,Actualiza tu método de pago para evitar cargos adicionales.,,token_instalador.exe,spam
58,seguridad@bancoppel.com,Transferencia recibida,Confirmamos el pago por $2253.48 de tu tarjeta terminación ****0691.,https://www.banregio.com/,,ham
59,estado.cuenta@bancoppel.com,Código de verificación de un solo uso,Confirmamos el pago por $7529.58 de tu tarjeta terminación ****9158.,,ticket_pago.pdf,ham
60,estado.cuenta@bancoppel.com,Código de verificación de un solo uso,Confirmamos el pago por $2270.32 de tu tarjeta terminación ****7572.,https://www.hsbc.com.mx/,,ham
61,servicio.cliente@banbajio.com,Programación de transferencia exitosa,"Detectamos un inicio de sesión desde Mérida. Si fuiste tú, ignora este mensaje.",https://www.cibanco.com/,comprobante_pago.pdf,ham
62,no-reply@inbursa.com,Actualización de datos completada,La domiciliación por $11276.33 se aplicó a tu cuenta ****5275.,https://www.banbajio.com/,ticket_pago.pdf,ham
63,identidad@secure-bancoazteca.mx-account.org,"Reembolso disponible, confirma tus datos",Se requiere un pago único administrativo para liberar tu paquete.,http://bit.ly/banco-verify-123,acuse.rar,spam
64,alerta@banamex.mx.reintegro.live,Verifica tu identidad para evitar suspensión,Pago rechazado. Vuelve a registrar tu tarjeta para continuar.,http://bbva.mx-login.safe-verify.com/ingreso,acuse.rar,spam
65,soporte@citibanamex-verifica.net,"Actividad inusual, valida tu sesión",Confirma tu información y actualiza tus preguntas de seguridad.,http://bit.ly/banco-verify-123,token_instalador.exe,spam
66,estado.cuenta@inbursa.com,Tu tarjeta está lista para entrega,Tu tarjeta terminación ****0646 está lista en la sucursal seleccionada.,https://www.citibanamex.com/,aviso_domiciliacion.pdf,ham
67,seguridad@banregio-seguro.su,Actualiza tu token de seguridad,Actualiza tu método de pago para evitar cargos adicionales.,http://short.url/secure-pay,factura.zip,spam
68,estado.cuenta@afirme.com,Alerta de movimiento en tu cuenta,Tu código de verificación es 505744. No lo compartas con nadie.,,movimientos.csv,ham
69,alerta@banregio-seguro.su,Actualiza tu token de seguridad,Confirma tu información y actualiza tus preguntas de seguridad.,http://banorte-alerta.support/verify,app_seguridad.apk,spam
70,tokens@banorte.com,Confirmación de pago de tarjeta,Se registró un cargo por $3482.72 en comercio NETFLIX el 22 de diciembre.,https://www.bancoppel.com/,aviso_domiciliacion.pdf,ham
71,no-reply@bbva.mx,Alerta de movimiento en tu cuenta,Tu código de verificación es 324980. No lo compartas con nadie.,https://www.banbajio.com/,aviso_domiciliacion.pdf,ham
72,actualizacion@citibanamex-verifica.net,Tu cuenta será cerrada en 24 horas,Tu reembolso está listo. Proporciona tus datos bancarios para acreditar.,http://bit.ly/banco-verify-123,acuse.rar,spam
73,identidad@hsbc-proteccion.top,"Pago rechazado, actualiza tu método",Tu cuenta presenta inconsistencias. Reautentica tu dispositivo.,http://santander-identidad.info/update,factura.zip,spam
74,alerta@bancoppel-verify.io,Tu cuenta será cerrada en 24 horas,Detectamos accesos extraños. Restablece tu contraseña ahora.,,comprobante.html,spam
75,alerta@santander-identidad.info,Recibe bonificación por lealtad,Inicia sesión para activar tu bonificación.,http://banorte-alerta.support/verify,acuse.rar,spam
76,actualizacion@azteca-ayuda.cc,Actualiza tu token de seguridad,"Para evitar el cierre, inicia sesión y verifica aquí.",http://hsbc-proteccion.top/session,acuse.rar,spam
77,seguridad@santander.com.mx,Transferencia recibida,La transferencia programada para 10 de febrero quedó registrada.,,ticket_pago.pdf,ham
78,verificacion@hsbc-proteccion.top,Comprueba tu dispositivo para continuar,Pago rechazado. Vuelve a registrar tu tarjeta para continuar.,http://citibanamex-verifica.net/auth,token_instalador.exe,spam
79,seguridad@secure-bancoazteca.mx-account.org,Verifica tu identidad para evitar suspensión,Pago rechazado. Vuelve a registrar tu tarjeta para continuar.,http://bbva-seguridad.mx.co/login,app_seguridad.apk,spam
80,pagos@inbursa.com,Notificación de acceso desde nuevo dispositivo,Has recibido una transferencia por $1744.13 de Ana Torres.,,estado_cuenta.pdf,ham
81,seguridad@citibanamex-verifica.net,"Actividad inusual, valida tu sesión",Tu cuenta presenta inconsistencias. Reautentica tu dispositivo.,http://short.url/secure-pay,,spam
82,pagos@ci-bank.com,Transferencia recibida,Se registró un cargo por $11776.95 en comercio AMAZON el 7 de abril.,https://www.scotiabank.com.mx/,comprobante_pago.pdf,ham
83,banca.en.linea@inbursa.com,Compra con tarjeta terminación ****8767,Has recibido una transferencia por $978.54 de Sofía Hernández.,,aviso_domiciliacion.pdf,ham
84,servicio.cliente@santander.com.mx,Actualización de datos completada,La transferencia programada para 8 de diciembre quedó registrada.,,ticket_pago.pdf,ham
85,alertas@banbajio.com,Confirmación de pago de tarjeta,"Detectamos un inicio de sesión desde Guadalajara. Si fuiste tú, ignora este mensaje.",https://www.santander.com.mx/,aviso_domiciliacion.pdf,ham
86,help-desk@bbva.mx-login.safe-verify.com,Verifica tu identidad para evitar suspensión,Tu reembolso está listo. Proporciona tus datos bancarios para acreditar.,http://short.url/secure-pay,comprobante.html,spam
87,comunicaciones@afirme.com,Compra con tarjeta terminación ****1252,Se actualizó tu información de contacto correctamente.,https://www.citibanamex.com/,,ham
88,pagos@santander.com.mx,Tu tarjeta está lista para entrega,Tu estado de cuenta de agosto ya está disponible en banca en línea.,,,ham
89,servicio.cliente@afirme.com,Código de verificación de un solo uso,Tu código de verificación es 412498. No lo compartas con nadie.,https://www.santander.com.mx/,movimientos.csv,ham
90,comunicaciones@bbva.mx,Recordatorio de corte de tarjeta,Has recibido una transferencia por $2887.08 de Sofía Hernández.,https://www.inbursa.com/,ticket_pago.pdf,ham
91,identidad@bbva.mx-login.safe-verify.com,"Pago rechazado, actualiza tu método",Inicia sesión para activar tu bonificación.,http://secure-bancoazteca.mx-account.org/confirm,,spam
92,actualizacion@santander-identidad.info,Acceso no reconocido. Restablece tu contraseña,Actualiza tu método de pago para evitar cargos adicionales.,http://bbva-seguridad.mx.co/login,comprobante.html,spam
93,banca.en.linea@santander.com.mx,Actualización de datos completada,"Detectamos un inicio de sesión desde Monterrey. Si fuiste tú, ignora este mensaje.",https://www.banorte.com/,aviso_domiciliacion.pdf,ham
94,notificaciones@citibanamex.com,Compra con tarjeta terminación ****2116,Tu estado de cuenta de marzo ya está disponible en banca en línea.,https://www.hsbc.com.mx/,ticket_pago.pdf,ham
95,comunicaciones@bbva.mx,Confirmación de pago de tarjeta,La domiciliación por $9533.02 se aplicó a tu cuenta ****4163.,https://www.banorte.com/,movimientos.csv,ham
96,seguridad@bbva.mx-login.safe-verify.com,"Actividad inusual, valida tu sesión",Valida tu token para mantener activa la banca móvil.,,acuse.rar,spam
97,verificacion@bbva-seguridad.mx.co,Tu cuenta será cerrada en 24 horas,Pago rechazado. Vuelve a registrar tu tarjeta para continuar.,http://bbva-seguridad.mx.co/login,acuse.rar,spam
98,identidad@scotiabank-reclamos.me,Tu cuenta será cerrada en 24 horas,Valida tu token para mantener activa la banca móvil.,http://secure-bancoazteca.mx-account.org/confirm,acuse.rar,spam
99,verificacion@banamex.mx.reintegro.live,Tu cuenta será cerrada en 24 horas,"Para evitar el cierre, inicia sesión y verifica aquí.",,acuse.rar,spam
100,verificacion@azteca-ayuda.cc,"Pago rechazado, actualiza tu método",Tu reembolso está listo. Proporciona tus datos bancarios para acreditar.,http://santander-identidad.info/update,app_seguridad.apk,spam
101,verificacion@bbva.mx-login.safe-verify.com,"Pago rechazado, actualiza tu método",Inicia sesión para activar tu bonificación.,http://secure-bancoazteca.mx-account.org/confirm,acuse.rar,spam
102,banca.en.linea@banregio.com,Compra con tarjeta terminación ****3864,Tu código de verificación es 685086. No lo compartas con nadie.,https://www.scotiabank.com.mx/,aviso_domiciliacion.pdf,ham
103,notificaciones@bbva.mx,Notificación de acceso desde nuevo dispositivo,Se actualizó tu información de contacto correctamente.,https://www.inbursa.com/,movimientos.csv,ham
104,reintegro@secure-bancoazteca.mx-account.org,Actualiza tu token de seguridad,Tu reembolso está listo. Proporciona tus datos bancarios para acreditar.,http://short.url/secure-pay,,spam
105,tokens@citibanamex.com,Recordatorio de corte de tarjeta,Tu estado de cuenta de junio ya está disponible en banca en línea.,https://www.banregio.com/,movimientos.csv,ham
106,verificacion@bbva.mx-login.safe-verify.com,Tu cuenta será cerrada en 24 horas,Tu cuenta presenta inconsistencias. Reautentica tu dispositivo.,http://bbva-seguridad.mx.co/login,token_instalador.exe,spam
107,soporte@bancoazteca.com.mx,Compra con tarjeta terminación ****5677,"Detectamos un inicio de sesión desde Tijuana. Si fuiste tú, ignora este mensaje.",https://www.bancoazteca.com.mx/,estado_cuenta.pdf,ham
108,alertas@banbajio.com,Confirmación de pago de tarjeta,Se actualizó tu información de contacto correctamente.,https://www.bancoppel.com/,aviso_domiciliacion.pdf,ham
109,soporte@santander-identidad.info,Recibe bonificación por lealtad,Actualiza tu método de pago para evitar cargos adicionales.,http://bit.ly/banco-verify-123,,spam
110,noreply@bancoppel-verify.io,Acceso no reconocido. Restablece tu contraseña,Confirma tu información y actualiza tus preguntas de seguridad.,http://santander-identidad.info/update,app_seguridad.apk,spam
111,servicio.cliente@banbajio.com,Transferencia recibida,Has recibido una transferencia por $9065.63 de Carlos Ruiz.,,estado_cuenta.pdf,ham
112,servicio.cliente@scotiabank.com.mx,Tu tarjeta está lista para entrega,Confirmamos el pago por $5188.63 de tu tarjeta terminación ****1202.,,ticket_pago.pdf,ham
113,identidad@hsbc-proteccion.top,Actualiza tu token de seguridad,Actualiza tu método de pago para evitar cargos adicionales.,http://santander-identidad.info/update,,spam
114,comunicaciones@banorte.com,Recordatorio de corte de tarjeta,La transferencia programada para 26 de enero quedó registrada.,,ticket_pago.pdf,ham
115,servicio.cliente@ci-bank.com,Compra con tarjeta terminación ****4031,Tu estado de cuenta de abril ya está disponible en banca en línea.,https://www.scotiabank.com.mx/,movimientos.csv,ham
116,seguridad@azteca-ayuda.cc,Confirma tarjeta terminación ****6952,Detectamos accesos extraños. Restablece tu contraseña ahora.,http://short.url/secure-pay,app_seguridad.apk,spam
117,no-reply@citibanamex.com,Transferencia recibida,Tu estado de cuenta de junio ya está disponible en banca en línea.,,,ham
118,alertas@banbajio.com,Actualización de datos completada,Tu código de verificación es 301343. No lo compartas con nadie.,https://www.afirme.com/,estado_cuenta.pdf,ham
119,noreply@bancoppel-verify.io,Comprueba tu dispositivo para continuar,Confirma tu información y actualiza tus preguntas de seguridad.,http://bit.ly/banco-verify-123,factura.zip,spam
120,tokens@afirme.com,Compra con tarjeta terminación ****0404,"Detectamos un inicio de sesión desde Tijuana. Si fuiste tú, ignora este mensaje.",,aviso_domiciliacion.pdf,ham
121,identidad@banorte-alerta.support,Bloqueo temporal de tu cuenta,Pago rechazado. Vuelve a registrar tu tarjeta para continuar.,http://bbva.mx-login.safe-verify.com/ingreso,factura.zip,spam
122,tokens@banorte.com,Confirmación de pago de tarjeta,"Detectamos un inicio de sesión desde Mérida. Si fuiste tú, ignora este mensaje.",https://www.afirme.com/,,ham
123,reembolso@bbva.mx-login.safe-verify.com,"Reembolso disponible, confirma tus datos",Se requiere un pago único administrativo para liberar tu paquete.,,comprobante.html,spam
124,comunicaciones@bancoppel.com,Compra con tarjeta terminación ****9555,Confirmamos el pago por $5938.79 de tu tarjeta terminación ****9555.,https://www.banbajio.com/,aviso_domiciliacion.pdf,ham
125,reembolso@hsbc-proteccion.top,Comprueba tu dispositivo para continuar,Pago rechazado. Vuelve a registrar tu tarjeta para continuar.,http://bbva-seguridad.mx.co/login,app_seguridad.apk,spam
126,reembolso@banorte-alerta.support,Bloqueo temporal de tu cuenta,Valida tu token para mantener activa la banca móvil.,http://bit.ly/banco-verify-123,factura.zip,spam
127,seguridad@hsbc-proteccion.top,Bloqueo temporal de tu cuenta,Pago rechazado. Vuelve a registrar tu tarjeta para continuar.,,,spam
128,soporte@banorte.com,Código de verificación de un solo uso,Tu estado de cuenta de febrero ya está disponible en banca en línea.,https://www.cibanco.com/,estado_cuenta.pdf,ham
129,comunicaciones@ci-bank.com,Notificación de acceso desde nuevo dispositivo,"Detectamos un inicio de sesión desde Toluca. Si fuiste tú, ignora este mensaje.",https://www.bbva.mx/,,ham
130,banca.en.linea@santander.com.mx,Recordatorio de corte de tarjeta,Confirmamos el pago por $10452.40 de tu tarjeta terminación ****7964.,https://www.bbva.mx/,aviso_domiciliacion.pdf,ham
131,alertas@banregio.com,Actualización de datos completada,La domiciliación por $8225.80 se aplicó a tu cuenta ****8440.,https://www.bancoazteca.com.mx/,estado_cuenta.pdf,ham
132,tokens@inbursa.com,Estado de cuenta disponible,Se registró un cargo por $3519.66 en comercio SPOTIFY el 23 de octubre.,https://www.bancoppel.com/,ticket_pago.pdf,ham
133,actualizacion@santander-identidad.info,"Reembolso disponible, confirma tus datos",Actualiza tu método de pago para evitar cargos adicionales.,http://banorte-alerta.support/verify,acuse.rar,spam
134,banca.en.linea@hsbc.com.mx,Notificación de acceso desde nuevo dispositivo,Tu código de verificación es 017506. No lo compartas con nadie.,https://www.banregio.com/,aviso_domiciliacion.pdf,ham
135,help-desk@bancoppel-verify.io,Recibe bonificación por lealtad,Se requiere un pago único administrativo para liberar tu paquete.,http://hsbc-proteccion.top/session,factura.zip,spam
136,bloqueo@banamex.mx.reintegro.live,Tu cuenta será cerrada en 24 horas,Se requiere un pago único administrativo para liberar tu paquete.,http://citibanamex-verifica.net/auth,factura.zip,spam
137,no-reply@bbva.mx,Recordatorio de corte de tarjeta,Tu estado de cuenta de diciembre ya está disponible en banca en línea.,,movimientos.csv,ham
138,verificacion@hsbc-proteccion.top,Tu cuenta será cerrada en 24 horas,"Para evitar el cierre, inicia sesión y verifica aquí.",http://secure-bancoazteca.mx-account.org/confirm,factura.zip,spam
139,reintegro@citibanamex-verifica.net,Verifica tu identidad para evitar suspensión,Detectamos accesos extraños. Restablece tu contraseña ahora.,http://bit.ly/banco-verify-123,token_instalador.exe,spam
140,notificaciones@bancoppel.com,Transferencia recibida,La transferencia programada para 23 de agosto quedó registrada.,,estado_cuenta.pdf,ham
141,help-desk@citibanamex-verifica.net,Actualiza tu token de seguridad,Tu cuenta presenta inconsistencias. Reautentica tu dispositivo.,http://banorte-alerta.support/verify,acuse.rar,spam
142,seguridad@azteca-ayuda.cc,Verifica tu identidad para evitar suspensión,"Para evitar el cierre, inicia sesión y verifica aquí.",http://banorte-alerta.support/verify,,spam
143,actualizacion@banorte-alerta.support,"Actividad inusual, valida tu sesión",Detectamos accesos extraños. Restablece tu contraseña ahora.,http://short.url/secure-pay,,spam
144,notificaciones@ci-bank.com,Código de verificación de un solo uso,Tu tarjeta terminación ****5444 está lista en la sucursal seleccionada.,https://www.banregio.com/,estado_cuenta.pdf,ham
145,alerta@hsbc-proteccion.top,Actualiza tu token de seguridad,Pago rechazado. Vuelve a registrar tu tarjeta para continuar.,http://citibanamex-verifica.net/auth,token_instalador.exe,spam
146,estado.cuenta@bbva.mx,Estado de cuenta disponible,La domiciliación por $7570.05 se aplicó a tu cuenta ****6939.,,,ham
147,bloqueo@citibanamex-verifica.net,Comprueba tu dispositivo para continuar,Confirma tu información y actualiza tus preguntas de seguridad.,http://hsbc-proteccion.top/session,acuse.rar,spam
148,reembolso@bancoppel-verify.io,Confirma tarjeta terminación ****5032,Inicia sesión para activar tu bonificación.,http://citibanamex-verifica.net/auth,comprobante.html,spam
149,tokens@bbva.mx,Aviso de domiciliación ejecutada,"Detectamos un inicio de sesión desde Guadalajara. Si fuiste tú, ignora este mensaje.",https://www.scotiabank.com.mx/,aviso_domiciliacion.pdf,ham
150,help-desk@banregio-seguro.su,"Reembolso disponible, confirma tus datos",Confirma tu información y actualiza tus preguntas de seguridad.,http://short.url/secure-pay,acuse.rar,spam
151,no-reply@bancoazteca.com.mx,Confirmación de pago de tarjeta,Has recibido una transferencia por $10555.18 de Ana Torres.,https://www.santander.com.mx/,ticket_pago.pdf,ham
152,no-reply@hsbc.com.mx,Notificación de acceso desde nuevo dispositivo,Tu estado de cuenta de agosto ya está disponible en banca en línea.,,,ham
153,seguridad@citibanamex.com,Notificación de acceso desde nuevo dispositivo,"Detectamos un inicio de sesión desde Querétaro. Si fuiste tú, ignora este mensaje.",https://www.banregio.com/,movimientos.csv,ham
154,identidad@banorte-alerta.support,Acceso no reconocido. Restablece tu contraseña,"Para evitar el cierre, inicia sesión y verifica aquí.",http://secure-bancoazteca.mx-account.org/confirm,app_seguridad.apk,spam
155,verificacion@azteca-ayuda.cc,"Actividad inusual, valida tu sesión",Actualiza tu método de pago para evitar cargos adicionales.,http://bbva-seguridad.mx.co/login,app_seguridad.apk,spam
156,tokens@inbursa.com,Código de verificación de un solo uso,Tu tarjeta terminación ****0449 está lista en la sucursal seleccionada.,https://www.banorte.com/,,ham
157,seguridad@scotiabank.com.mx,Compra con tarjeta terminación ****1380,Confirmamos el pago por $10180.72 de tu tarjeta terminación ****1380.,https://www.citibanamex.com/,movimientos.csv,ham
158,reembolso@banamex.mx.reintegro.live,Bloqueo temporal de tu cuenta,Inicia sesión para activar tu bonificación.,http://hsbc-proteccion.top/session,factura.zip,spam
159,seguridad@inbursa.com,Confirmación de pago de tarjeta,Se actualizó tu información de contacto correctamente.,https://www.cibanco.com/,comprobante_pago.pdf,ham
160,soporte@bancoppel.com,Notificación de acceso desde nuevo dispositivo,Tu tarjeta terminación ****3135 está lista en la sucursal seleccionada.,https://www.inbursa.com/,estado_cuenta.pdf,ham
161,actualizacion@banorte-alerta.support,Actualiza tu token de seguridad,Valida tu token para mantener activa la banca móvil.,http://short.url/secure-pay,factura.zip,spam
162,comunicaciones@santander.com.mx,Confirmación de pago de tarjeta,Tu código de verificación es 472320. No lo compartas con nadie.,https://www.banregio.com/,comprobante_pago.pdf,ham
163,banca.en.linea@bbva.mx,Actualización de datos completada,Confirmamos el pago por $2012.83 de tu tarjeta terminación ****8614.,https://www.hsbc.com.mx/,ticket_pago.pdf,ham
164,pagos@citibanamex.com,Recordatorio de corte de tarjeta,Se registró un cargo por $2503.87 en comercio NETFLIX el 20 de diciembre.,,estado_cuenta.pdf,ham
165,identidad@bbva-seguridad.mx.co,Comprueba tu dispositivo para continuar,Detectamos accesos extraños. Restablece tu contraseña ahora.,http://bbva-seguridad.mx.co/login,token_instalador.exe,spam
166,seguridad@afirme.com,Recordatorio de corte de tarjeta,Tu estado de cuenta de agosto ya está disponible en banca en línea.,,aviso_domiciliacion.pdf,ham
167,tokens@scotiabank.com.mx,Notificación de acceso desde nuevo dispositivo,Tu tarjeta terminación ****1693 está lista en la sucursal seleccionada.,https://www.santander.com.mx/,movimientos.csv,ham
