id,remitente,asunto,contenido,enlaces,adjuntos,label
5000038,tokens@inbursa.com,Confirmación de pago de tarjeta,Se actualizó tu información de contacto correctamente.,https://www.banregio.com/,aviso_domiciliacion.pdf,ham
5000039,pagos@ci-bank.com,Notificación de acceso desde nuevo dispositivo,Tu tarjeta terminación ****0185 está lista en la sucursal seleccionada.,https://www.bbva.mx/,comprobante_pago.pdf,ham
5000040,estado.cuenta@bancoazteca.com.mx,Alerta de movimiento en tu cuenta,Has recibido una transferencia por $2765.94 de Sofía Hernández.,https://www.bancoppel.com/,,ham
5000041,soporte@bbva.mx,Confirmación de pago de tarjeta,Tu tarjeta terminación ****8423 está lista en la sucursal seleccionada.,https://www.bancoazteca.com.mx/,ticket_pago.pdf,ham
5000042,banca.en.linea@afirme.com,Actualización de datos completada,Tu estado de cuenta de diciembre ya está disponible en banca en línea.,https://www.hsbc.com.mx/,,ham
5000043,servicio.cliente@bancoppel.com,Notificación de acceso desde nuevo dispositivo,Confirmamos el pago por $5953.39 de tu tarjeta terminación ****0871.,https://www.inbursa.com/,estado_cuenta.pdf,ham
5000044,alertas@bancoppel.com,Tu tarjeta está lista para entrega,"Detectamos un inicio de sesión desde León. Si fuiste tú, ignora este mensaje.",https://www.scotiabank.com.mx/,aviso_domiciliacion.pdf,ham
5000045,banca.en.linea@santander.com.mx,Alerta de movimiento en tu cuenta,Tu estado de cuenta de diciembre ya está disponible en banca en línea.,,,ham
5000046,seguridad@scotiabank.com.mx,Confirmación de pago de tarjeta,Se actualizó tu información de contacto correctamente.,https://www.scotiabank.com.mx/,movimientos.csv,ham
5000047,notificaciones@banorte.com,Aviso de domiciliación ejecutada,Tu código de verificación es 814611. No lo compartas con nadie.,,,ham
5000048,soporte@bancoazteca.com.mx,Confirmación de pago de tarjeta,La domiciliación por $11903.35 se aplicó a tu cuenta ****6436.,,,ham
5000049,pagos@ci-bank.com,Compra con tarjeta terminación ****5454,Tu código de verificación es 289801. No lo compartas con nadie.,https://www.scotiabank.com.mx/,ticket_pago.pdf,ham
5000050,pagos@afirme.com,Aviso de domiciliación ejecutada,La domiciliación por $11080.93 se aplicó a tu cuenta ****5490.,,comprobante_pago.pdf,ham
5000051,servicio.cliente@inbursa.com,Aviso de domiciliación ejecutada,Confirmamos el pago por $5691.41 de tu tarjeta terminación ****8027.,https://www.scotiabank.com.mx/,,ham
5000052,seguridad@scotiabank.com.mx,Programación de transferencia exitosa,Tu código de verificación es 420356. No lo compartas con nadie.,https://www.santander.com.mx/,aviso_domiciliacion.pdf,ham
5000053,notificaciones@ci-bank.com,Compra con tarjeta terminación ****1204,Tu código de verificación es 207303. No lo compartas con nadie.,https://www.scotiabank.com.mx/,ticket_pago.pdf,ham
5000054,tokens@inbursa.com,Estado de cuenta disponible,"Detectamos un inicio de sesión desde Querétaro. Si fuiste tú, ignora este mensaje.",https://www.bbva.mx/,movimientos.csv,ham
5000055,banca.en.linea@bancoppel.com,Alerta de movimiento en tu cuenta,Tu código de verificación es 111904. No lo compartas con nadie.,https://www.banbajio.com/,movimientos.csv,ham
5000056,pagos@ci-bank.com,Programación de transferencia exitosa,La domiciliación por $10231.09 se aplicó a tu cuenta ****4165.,https://www.hsbc.com.mx/,comprobante_pago.pdf,ham
5000057,no-reply@bbva.mx,Programación de transferencia exitosa,Se actualizó tu información de contacto correctamente.,https://www.citibanamex.com/,aviso_domiciliacion.pdf,ham
5000058,alertas@ci-bank.com,Estado de cuenta disponible,Has recibido una transferencia por $8730.52 de Juan Pérez.,,,ham
5000059,estado.cuenta@banbajio.com,Recordatorio de corte de tarjeta,Se actualizó tu información de contacto correctamente.,,,ham
5000060,soporte@santander.com.mx,Recordatorio de corte de tarjeta,Se actualizó tu información de contacto correctamente.,https://www.scotiabank.com.mx/,aviso_domiciliacion.pdf,ham
5000061,seguridad@banregio.com,Programación de transferencia exitosa,La domiciliación por $1012.29 se aplicó a tu cuenta ****7917.,https://www.cibanco.com/,comprobante_pago.pdf,ham
5000062,pagos@hsbc.com.mx,Confirmación de pago de tarjeta,La domiciliación por $2471.82 se aplicó a tu cuenta ****9633.,https://www.bbva.mx/,movimientos.csv,ham
5000063,soporte@banorte.com,Notificación de acceso desde nuevo dispositivo,Se actualizó tu información de contacto correctamente.,,aviso_domiciliacion.pdf,ham
5000064,pagos@scotiabank.com.mx,Código de verificación de un solo uso,La domiciliación por $9329.19 se aplicó a tu cuenta ****3450.,,aviso_domiciliacion.pdf,ham
5000065,estado.cuenta@bancoazteca.com.mx,Notificación de acceso desde nuevo dispositivo,Tu estado de cuenta de agosto ya está disponible en banca en línea.,https://www.bancoazteca.com.mx/,estado_cuenta.pdf,ham
5000066,no-reply@bancoazteca.com.mx,Compra con tarjeta terminación ****8897,"Detectamos un inicio de sesión desde Querétaro. Si fuiste tú, ignora este mensaje.",,movimientos.csv,ham
5000067,servicio.cliente@bancoazteca.com.mx,Recordatorio de corte de tarjeta,Se actualizó tu información de contacto correctamente.,,estado_cuenta.pdf,ham
5000068,servicio.cliente@ci-bank.com,Alerta de movimiento en tu cuenta,Se registró un cargo por $4786.52 en comercio NETFLIX el 24 de mayo.,,ticket_pago.pdf,ham
5000069,banca.en.linea@scotiabank.com.mx,Programación de transferencia exitosa,Has recibido una transferencia por $9495.10 de Juan Pérez.,https://www.banbajio.com/,movimientos.csv,ham
5000070,alertas@bancoazteca.com.mx,Compra con tarjeta terminación ****3386,Confirmamos el pago por $10197.87 de tu tarjeta terminación ****3386.,https://www.inbursa.com/,estado_cuenta.pdf,ham
5000071,banca.en.linea@scotiabank.com.mx,Recordatorio de corte de tarjeta,Se actualizó tu información de contacto correctamente.,https://www.bancoppel.com/,ticket_pago.pdf,ham
5000072,tokens@hsbc.com.mx,Alerta de movimiento en tu cuenta,Has recibido una transferencia por $835.10 de Ana Torres.,https://www.santander.com.mx/,estado_cuenta.pdf,ham
5000073,pagos@citibanamex.com,Confirmación de pago de tarjeta,La domiciliación por $6173.76 se aplicó a tu cuenta ****4472.,https://www.scotiabank.com.mx/,ticket_pago.pdf,ham
5000074,seguridad@citibanamex.com,Notificación de acceso desde nuevo dispositivo,"Detectamos un inicio de sesión desde Puebla. Si fuiste tú, ignora este mensaje.",,,ham
5000075,notificaciones@ci-bank.com,Código de verificación de un solo uso,Tu tarjeta terminación ****7551 está lista en la sucursal seleccionada.,https://www.inbursa.com/,,ham
5000076,banca.en.linea@bancoazteca.com.mx,Notificación de acceso desde nuevo dispositivo,Tu código de verificación es 492887. No lo compartas con nadie.,https://www.banregio.com/,comprobante_pago.pdf,ham
5000077,pagos@scotiabank.com.mx,Transferencia recibida,Tu estado de cuenta de abril ya está disponible en banca en línea.,https://www.afirme.com/,aviso_domiciliacion.pdf,ham
5000078,soporte@bbva.mx,Código de verificación de un solo uso,Tu código de verificación es 378200. No lo compartas con nadie.,,aviso_domiciliacion.pdf,ham
5000079,notificaciones@bancoazteca.com.mx,Compra con tarjeta terminación ****8893,Tu código de verificación es 652557. No lo compartas con nadie.,https://www.banregio.com/,aviso_domiciliacion.pdf,ham
5000080,estado.cuenta@banorte.com,Notificación de acceso desde nuevo dispositivo,Tu tarjeta terminación ****3782 está lista en la sucursal seleccionada.,https://www.scotiabank.com.mx/,estado_cuenta.pdf,ham
5000081,notificaciones@bbva.mx,Aviso de domiciliación ejecutada,Tu estado de cuenta de mayo ya está disponible en banca en línea.,,,ham
5000082,servicio.cliente@ci-bank.com,Actualización de datos completada,Tu estado de cuenta de marzo ya está disponible en banca en línea.,https://www.bancoppel.com/,movimientos.csv,ham
5000083,no-reply@bancoppel.com,Aviso de domiciliación ejecutada,Confirmamos el pago por $1980.15 de tu tarjeta terminación ****6155.,https://www.santander.com.mx/,movimientos.csv,ham
5000084,notificaciones@citibanamex.com,Tu tarjeta está lista para entrega,"Detectamos un inicio de sesión desde Toluca. Si fuiste tú, ignora este mensaje.",,movimientos.csv,ham
5000085,alertas@bancoppel.com,Actualización de datos completada,"Detectamos un inicio de sesión desde Querétaro. Si fuiste tú, ignora este mensaje.",https://www.inbursa.com/,ticket_pago.pdf,ham
5000086,alertas@banbajio.com,Código de verificación de un solo uso,Tu tarjeta terminación ****1732 está lista en la sucursal seleccionada.,,aviso_domiciliacion.pdf,ham
5000087,soporte@banorte.com,Transferencia recibida,"Detectamos un inicio de sesión desde Tijuana. Si fuiste tú, ignora este mensaje.",,estado_cuenta.pdf,ham
5000088,alertas@citibanamex.com,Compra con tarjeta terminación ****7317,Has recibido una transferencia por $885.62 de María López.,https://www.bbva.mx/,estado_cuenta.pdf,ham
5000089,soporte@bancoppel.com,Estado de cuenta disponible,"Detectamos un inicio de sesión desde Toluca. Si fuiste tú, ignora este mensaje.",,aviso_domiciliacion.pdf,ham
5000090,alertas@afirme.com,Confirmación de pago de tarjeta,"Detectamos un inicio de sesión desde Guadalajara. Si fuiste tú, ignora este mensaje.",https://www.bbva.mx/,comprobante_pago.pdf,ham
5000091,alertas@banbajio.com,Programación de transferencia exitosa,Tu código de verificación es 711195. No lo compartas con nadie.,https://www.bancoazteca.com.mx/,aviso_domiciliacion.pdf,ham
5000092,no-reply@bancoazteca.com.mx,Programación de transferencia exitosa,Se registró un cargo por $5938.01 en comercio TELMEX el 27 de junio.,https://www.citibanamex.com/,,ham
5000093,estado.cuenta@bbva.mx,Aviso de domiciliación ejecutada,Se actualizó tu información de contacto correctamente.,https://www.santander.com.mx/,aviso_domiciliacion.pdf,ham
5000094,soporte@citibanamex.com,Código de verificación de un solo uso,La transferencia programada para 24 de noviembre quedó registrada.,https://www.scotiabank.com.mx/,,ham
5000095,banca.en.linea@bancoppel.com,Tu tarjeta está lista para entrega,Se actualizó tu información de contacto correctamente.,https://www.bancoazteca.com.mx/,,ham
5000096,alertas@santander.com.mx,Aviso de domiciliación ejecutada,Tu estado de cuenta de julio ya está disponible en banca en línea.,https://www.scotiabank.com.mx/,,ham
5000097,servicio.cliente@bancoppel.com,Alerta de movimiento en tu cuenta,Tu código de verificación es 640662. No lo compartas con nadie.,https://www.banbajio.com/,ticket_pago.pdf,ham
5000098,banca.en.linea@banbajio.com,Compra con tarjeta terminación ****4576,Se actualizó tu información de contacto correctamente.,,aviso_domiciliacion.pdf,ham
5000099,no-reply@banorte.com,Notificación de acceso desde nuevo dispositivo,"Detectamos un inicio de sesión desde Toluca. Si fuiste tú, ignora este mensaje.",https://www.santander.com.mx/,,ham
5000100,soporte@banbajio.com,Compra con tarjeta terminación ****5219,Has recibido una transferencia por $1293.68 de Ana Torres.,,movimientos.csv,ham
5000101,alertas@afirme.com,Programación de transferencia exitosa,Tu tarjeta terminación ****9440 está lista en la sucursal seleccionada.,,movimientos.csv,ham
5000102,pagos@hsbc.com.mx,Programación de transferencia exitosa,Tu código de verificación es 695761. No lo compartas con nadie.,https://www.scotiabank.com.mx/,estado_cuenta.pdf,ham
5000103,servicio.cliente@banorte.com,Actualización de datos completada,Se registró un cargo por $9320.73 en comercio SPOTIFY el 16 de abril.,https://www.bancoppel.com/,ticket_pago.pdf,ham
5000104,banca.en.linea@scotiabank.com.mx,Estado de cuenta disponible,Confirmamos el pago por $8699.01 de tu tarjeta terminación ****3823.,https://www.banbajio.com/,aviso_domiciliacion.pdf,ham
5000105,soporte@hsbc.com.mx,Actualización de datos completada,La transferencia programada para 12 de junio quedó registrada.,https://www.bbva.mx/,ticket_pago.pdf,ham
5000106,no-reply@banbajio.com,Compra con tarjeta terminación ****8800,Has recibido una transferencia por $4532.42 de Juan Pérez.,,ticket_pago.pdf,ham
5000107,alertas@banregio.com,Tu tarjeta está lista para entrega,Tu código de verificación es 299736. No lo compartas con nadie.,https://www.inbursa.com/,estado_cuenta.pdf,ham
5000108,soporte@bancoppel.com,Actualización de datos completada,Tu código de verificación es 766085. No lo compartas con nadie.,https://www.inbursa.com/,aviso_domiciliacion.pdf,ham
5000109,estado.cuenta@inbursa.com,Tu tarjeta está lista para entrega,La domiciliación por $6413.50 se aplicó a tu cuenta ****1869.,,,ham
5000110,no-reply@banorte.com,Confirmación de pago de tarjeta,Has recibido una transferencia por $4780.08 de Ana Torres.,https://www.citibanamex.com/,comprobante_pago.pdf,ham
5000111,soporte@bbva.mx,Estado de cuenta disponible,Tu estado de cuenta de julio ya está disponible en banca en línea.,https://www.afirme.com/,aviso_domiciliacion.pdf,ham
5000112,notificaciones@afirme.com,Aviso de domiciliación ejecutada,Confirmamos el pago por $4773.45 de tu tarjeta terminación ****1279.,,ticket_pago.pdf,ham
5000113,pagos@santander.com.mx,Notificación de acceso desde nuevo dispositivo,La transferencia programada para 14 de noviembre quedó registrada.,,comprobante_pago.pdf,ham
5000114,banca.en.linea@banbajio.com,Estado de cuenta disponible,Tu estado de cuenta de marzo ya está disponible en banca en línea.,,,ham
5000115,estado.cuenta@bancoazteca.com.mx,Transferencia recibida,Tu estado de cuenta de agosto ya está disponible en banca en línea.,https://www.bbva.mx/,movimientos.csv,ham
5000116,tokens@banregio.com,Recordatorio de corte de tarjeta,Tu estado de cuenta de marzo ya está disponible en banca en línea.,https://www.bancoazteca.com.mx/,aviso_domiciliacion.pdf,ham
5000117,estado.cuenta@citibanamex.com,Estado de cuenta disponible,La domiciliación por $2706.97 se aplicó a tu cuenta ****5845.,https://www.cibanco.com/,movimientos.csv,ham
5000118,notificaciones@ci-bank.com,Recordatorio de corte de tarjeta,Confirmamos el pago por $5703.28 de tu tarjeta terminación ****7446.,https://www.banbajio.com/,comprobante_pago.pdf,ham
5000119,estado.cuenta@scotiabank.com.mx,Tu tarjeta está lista para entrega,Tu tarjeta terminación ****1401 está lista en la sucursal seleccionada.,https://www.inbursa.com/,comprobante_pago.pdf,ham
5000120,soporte@bbva.mx,Tu tarjeta está lista para entrega,Tu código de verificación es 849599. No lo compartas con nadie.,https://www.cibanco.com/,ticket_pago.pdf,ham
5000121,pagos@banbajio.com,Transferencia recibida,La domiciliación por $5415.04 se aplicó a tu cuenta ****8270.,,estado_cuenta.pdf,ham
5000122,no-reply@bbva.mx,Tu tarjeta está lista para entrega,Tu tarjeta terminación ****1714 está lista en la sucursal seleccionada.,https://www.inbursa.com/,ticket_pago.pdf,ham
5000123,servicio.cliente@inbursa.com,Programación de transferencia exitosa,Tu tarjeta terminación ****5713 está lista en la sucursal seleccionada.,,movimientos.csv,ham
5000124,tokens@banbajio.com,Tu tarjeta está lista para entrega,La transferencia programada para 7 de enero quedó registrada.,,movimientos.csv,ham
5000125,tokens@bbva.mx,Aviso de domiciliación ejecutada,"Detectamos un inicio de sesión desde Mérida. Si fuiste tú, ignora este mensaje.",https://www.bancoazteca.com.mx/,,ham
5000126,tokens@banorte.com,Aviso de domiciliación ejecutada,Tu código de verificación es 742563. No lo compartas con nadie.,https://www.bbva.mx/,,ham
5000127,banca.en.linea@citibanamex.com,Alerta de movimiento en tu cuenta,La domiciliación por $2750.75 se aplicó a tu cuenta ****2941.,https://www.banbajio.com/,,ham
5000128,banca.en.linea@hsbc.com.mx,Estado de cuenta disponible,La transferencia programada para 2 de febrero quedó registrada.,,,ham
5000129,estado.cuenta@banbajio.com,Alerta de movimiento en tu cuenta,Has recibido una transferencia por $1715.24 de María López.,https://www.scotiabank.com.mx/,aviso_domiciliacion.pdf,ham
5000130,pagos@afirme.com,Confirmación de pago de tarjeta,Se registró un cargo por $4889.97 en comercio UBER el 4 de mayo.,https://www.inbursa.com/,ticket_pago.pdf,ham
5000131,notificaciones@bbva.mx,Programación de transferencia exitosa,Tu tarjeta terminación ****1228 está lista en la sucursal seleccionada.,,comprobante_pago.pdf,ham
5000132,notificaciones@ci-bank.com,Transferencia recibida,La transferencia programada para 16 de mayo quedó registrada.,https://www.citibanamex.com/,comprobante_pago.pdf,ham
5000133,seguridad@santander.com.mx,Alerta de movimiento en tu cuenta,Tu estado de cuenta de julio ya está disponible en banca en línea.,https://www.banorte.com/,,ham
5000134,servicio.cliente@scotiabank.com.mx,Notificación de acceso desde nuevo dispositivo,Tu estado de cuenta de abril ya está disponible en banca en línea.,https://www.hsbc.com.mx/,aviso_domiciliacion.pdf,ham
5000135,notificaciones@bancoazteca.com.mx,Actualización de datos completada,Tu estado de cuenta de septiembre ya está disponible en banca en línea.,https://www.citibanamex.com/,aviso_domiciliacion.pdf,ham
5000136,notificaciones@hsbc.com.mx,Aviso de domiciliación ejecutada,Tu código de verificación es 599710. No lo compartas con nadie.,,movimientos.csv,ham
5000137,servicio.cliente@banorte.com,Transferencia recibida,Tu tarjeta terminación ****7980 está lista en la sucursal seleccionada.,,estado_cuenta.pdf,ham
5000138,seguridad@bancoppel.com,Programación de transferencia exitosa,Se registró un cargo por $4279.21 en comercio NETFLIX el 3 de marzo.,,ticket_pago.pdf,ham
5000139,no-reply@banorte.com,Compra con tarjeta terminación ****5082,Tu estado de cuenta de julio ya está disponible en banca en línea.,https://www.hsbc.com.mx/,estado_cuenta.pdf,ham
5000140,alertas@bancoppel.com,Estado de cuenta disponible,Tu código de verificación es 433044. No lo compartas con nadie.,,,ham
5000141,tokens@bbva.mx,Confirmación de pago de tarjeta,Se registró un cargo por $2009.22 en comercio OXXO el 6 de febrero.,,ticket_pago.pdf,ham
5000142,soporte@scotiabank.com.mx,Recordatorio de corte de tarjeta,Tu tarjeta terminación ****9328 está lista en la sucursal seleccionada.,,movimientos.csv,ham
5000143,estado.cuenta@bancoppel.com,Alerta de movimiento en tu cuenta,La domiciliación por $272.95 se aplicó a tu cuenta ****5673.,https://www.scotiabank.com.mx/,movimientos.csv,ham
5000144,notificaciones@bancoazteca.com.mx,Notificación de acceso desde nuevo dispositivo,Se registró un cargo por $9730.70 en comercio UBER el 10 de agosto.,https://www.afirme.com/,movimientos.csv,ham
5000145,notificaciones@inbursa.com,Recordatorio de corte de tarjeta,La domiciliación por $7446.62 se aplicó a tu cuenta ****7235.,https://www.citibanamex.com/,comprobante_pago.pdf,ham
5000146,pagos@citibanamex.com,Notificación de acceso desde nuevo dispositivo,Se registró un cargo por $4428.87 en comercio WALMART el 23 de enero.,https://www.inbursa.com/,ticket_pago.pdf,ham
5000147,no-reply@santander.com.mx,Recordatorio de corte de tarjeta,Tu tarjeta terminación ****1061 está lista en la sucursal seleccionada.,https://www.inbursa.com/,aviso_domiciliacion.pdf,ham
5000148,no-reply@inbursa.com,Estado de cuenta disponible,La transferencia programada para 7 de junio quedó registrada.,,aviso_domiciliacion.pdf,ham
5000149,pagos@ci-bank.com,Compra con tarjeta terminación ****6821,La domiciliación por $9970.12 se aplicó a tu cuenta ****6821.,https://www.citibanamex.com/,ticket_pago.pdf,ham
5000150,banca.en.linea@hsbc.com.mx,Estado de cuenta disponible,"Detectamos un inicio de sesión desde Mérida. Si fuiste tú, ignora este mensaje.",https://www.banregio.com/,movimientos.csv,ham
5000151,seguridad@bbva.mx,Recordatorio de corte de tarjeta,Tu código de verificación es 301538. No lo compartas con nadie.,https://www.cibanco.com/,,ham
5000152,estado.cuenta@ci-bank.com,Actualización de datos completada,Se actualizó tu información de contacto correctamente.,https://www.afirme.com/,comprobante_pago.pdf,ham
5000153,alertas@banorte.com,Actualización de datos completada,Has recibido una transferencia por $7728.46 de Luis García.,https://www.afirme.com/,comprobante_pago.pdf,ham
5000154,seguridad@bbva.mx,Transferencia recibida,Tu tarjeta terminación ****9338 está lista en la sucursal seleccionada.,,ticket_pago.pdf,ham
5000155,soporte@banorte.com,Transferencia recibida,Tu código de verificación es 207125. No lo compartas con nadie.,,aviso_domiciliacion.pdf,ham
5000156,estado.cuenta@scotiabank.com.mx,Actualización de datos completada,Se registró un cargo por $2832.23 en comercio TELMEX el 5 de enero.,,,ham
5000157,tokens@afirme.com,Notificación de acceso desde nuevo dispositivo,Has recibido una transferencia por $3114.50 de María López.,https://www.banorte.com/,movimientos.csv,ham
5000158,alertas@ci-bank.com,Confirmación de pago de tarjeta,Tu tarjeta terminación ****0097 está lista en la sucursal seleccionada.,https://www.bbva.mx/,estado_cuenta.pdf,ham
5000159,seguridad@bbva.mx,Actualización de datos completada,Se actualizó tu información de contacto correctamente.,,ticket_pago.pdf,ham
5000160,notificaciones@inbursa.com,Estado de cuenta disponible,Tu código de verificación es 941213. No lo compartas con nadie.,https://www.bbva.mx/,estado_cuenta.pdf,ham
5000161,no-reply@bancoazteca.com.mx,Alerta de movimiento en tu cuenta,Se registró un cargo por $2174.16 en comercio NETFLIX el 15 de enero.,,comprobante_pago.pdf,ham
5000162,estado.cuenta@santander.com.mx,Confirmación de pago de tarjeta,"Detectamos un inicio de sesión desde Querétaro. Si fuiste tú, ignora este mensaje.",,estado_cuenta.pdf,ham
5000163,no-reply@banbajio.com,Alerta de movimiento en tu cuenta,Tu estado de cuenta de agosto ya está disponible en banca en línea.,,estado_cuenta.pdf,ham
5000164,servicio.cliente@ci-bank.com,Programación de transferencia exitosa,"Detectamos un inicio de sesión desde Monterrey. Si fuiste tú, ignora este mensaje.",https://www.banbajio.com/,estado_cuenta.pdf,ham
5000165,servicio.cliente@citibanamex.com,Actualización de datos completada,Tu estado de cuenta de agosto ya está disponible en banca en línea.,,ticket_pago.pdf,ham
5000166,soporte@banorte.com,Aviso de domiciliación ejecutada,Tu estado de cuenta de febrero ya está disponible en banca en línea.,,movimientos.csv,ham
5000167,estado.cuenta@bbva.mx,Programación de transferencia exitosa,La domiciliación por $4330.94 se aplicó a tu cuenta ****0437.,https://www.citibanamex.com/,comprobante_pago.pdf,ham
