id,remitente,asunto,contenido,enlaces,adjuntos,label
3553,identidad@azteca-ayuda.cc,Bloqueo temporal de tu cuenta,Confirma tu información y actualiza tus preguntas de seguridad.,,acceso.rar,spam
1956,oportunidad@ganamas.click,Liberación de envío retenido en aduana,Reclama ahora tu premio en efectivo. Oferta por tiempo limitado!!!,http://regalo365.cc/activar,,spam
1064,contabilidad@empresa.com,Horario de junta semanal,Adjunto el orden del día para la reunión de mañana.,https://calendar.google.com/event?eid=123,,ham
1408,inscripciones@empresa.com,Reunión de seguimiento,La clase de mañana será en el aula 204.,https://wifi.unam.mx/renovacion,calificaciones.xlsx,ham
2341,ganador@promo-cash.win,Oferta exclusiva: iPhone por $1 solo hoy,"Para liberar su paquete, complete el pago administrativo.",http://loteria-premios.top/gana,acuse.zip,spam
1195,it.helpdesk@municipio.gob.mx,Horario de junta semanal,El acta ya está disponible para consulta.,,factura.pdf,ham
3020,pagos@hsbc.com.mx,Aviso de domiciliación ejecutada,Tu estado de cuenta de febrero ya está disponible en banca en línea.,https://www.afirme.com/,reporte_movimientos.csv,ham
1168,almacen@universidad.edu.mx,Constancia de estudios disponible,Se envía el detalle del presupuesto para revisión.,,,ham
1368,direccion@gob.mx,Revisión de presupuesto,Consulta tus calificaciones en el sistema académico.,https://docs.google.com/document/d/abc123/edit,informe.pdf,ham
1851,soporte.seguridad@inversion-milagro.co,Alerta de seguridad: restablece tu contraseña,"No requiere experiencia, cupos limitados.",http://verifica-seguro.link/login,comprobante.rar,spam
3399,soporte@secure-bancoazteca.mx-account.org,"Actividad inusual, valida tu sesión","Has sido seleccionado para una bonificación, reclama ahora.",http://bit.ly/banco-verify-123,acceso.rar,spam
3971,identidad@bbva-seguridad.mx.co,"Actividad inusual, valida tu sesión",Valida tu token para mantener activa la banca móvil.,http://secure-bancoazteca.mx-account.org/confirm,app_seguridad.apk,spam
2387,tokens@afirme.com,Alerta de movimiento en tu cuenta,Se actualizó tu información de contacto correctamente.,https://www.bbva.mx/banca-linea,,ham
3425,seguridad@bbva-seguridad.mx.co,"Pago rechazado, actualiza tu método",Valida tu token para mantener activa la banca móvil.,http://secure-bancoazteca.mx-account.org/confirm,comprobante.html,spam
3291,alertas@hsbc.com.mx,Actualización de datos completada,Confirmamos el pago por $7224.03 de tu tarjeta terminación ****5845.,https://www.santander.com.mx/personas,reporte_movimientos.csv,ham
2324,facturacion@airdrop-gift.io,Última oportunidad: regalo asegurado,"Detectamos actividad inusual, verifica tu identidad ahora.",http://sorteazo.today/registro,acuse.zip,spam
2867,banca.en.linea@scotiabank.com.mx,Aviso de domiciliación ejecutada,Confirmamos el pago por $8353.72 de tu tarjeta terminación ****1938.,https://www.afirme.com/,aviso_domiciliacion.pdf,ham
2096,facturacion@bonus-premio.ru,AirDrop exclusivo – reclama tus tokens ahora,"Crédito aprobado sin requisitos, solo hoy.",http://bonus-premio.ru/claim,comprobante.rar,spam
1869,inversion@bonus-premio.ru,Recibe un crédito SIN revisar buró,"Quedan pocas unidades, aprovecha ya mismo.",http://loteria-premios.top/gana,acuse.zip,spam
1296,admin@tecnm.mx,Recordatorio de entrega de proyecto,Puedes pasar por tu credencial a control escolar.,https://intranet.empresa.com/login,informe.pdf,ham
3907,actualizacion@citibanamex-verifica.net,Recibe bonificación por lealtad,"Para evitar el cierre, inicia sesión y verifica aquí.",http://bbva.mx-login.safe-verify.com/ingreso,,spam
1274,soporte@plataforma.edu,Revisión de presupuesto,El acta ya está disponible para consulta.,https://drive.google.com/file/d/abc123/view,factura.pdf,ham
1049,coordinacion@unam.mx,Acceso a WiFi universitario,Estás invitado al seminario de investigación este jueves.,,orden_dia.docx,ham
2359,lottery@sorteazo.today,Solicita tu devolución de impuestos,"Quedan pocas unidades, aprovecha ya mismo.",http://bit.ly/verify-345,factura.zip,spam
1467,prof.juarez@unam.mx,Actualización de contraseña corporativa,Adjunto el orden del día para la reunión de mañana.,https://drive.google.com/file/d/abc123/view,,ham
3816,help-desk@hsbc-proteccion.top,Confirma tarjeta terminación ****1647,Tu cuenta presenta inconsistencias. Reautentica tu dispositivo.,http://banorte-alerta.support/verify,factura.zip,spam
3610,identidad@santander-identidad.info,"Pago rechazado, actualiza tu método",Se requiere un pago único administrativo para liberar tu paquete.,,comprobante.html,spam
1691,juridico@unam.mx,Actualización de políticas internas,Estás invitado al seminario de investigación este jueves.,https://aulavirtual.universidad.edu.mx/curso,temario.pdf,ham
2951,banca.en.linea@inbursa.com,Transferencia recibida,Se actualizó tu información de contacto correctamente.,https://www.santander.com.mx/personas,reporte_movimientos.csv,ham
1630,almacen@unam.mx,Actualización de contraseña corporativa,Tu inscripción ha sido confirmada exitosamente.,https://intra.miempresa.mx/politicas,orden_dia.docx,ham
3952,identidad@santander-identidad.info,"Pago rechazado, actualiza tu método",Pago rechazado. Vuelve a registrar tu tarjeta para continuar.,http://bbva-seguridad.mx.co/login,comprobante.html,spam
2377,e-banking@banbajio.com,Tu tarjeta está lista para entrega,La domiciliación por $4348.28 se aplicó a tu cuenta ****0524.,https://www.citibanamex.com/banconline,aviso_domiciliacion.pdf,ham
2856,banca.en.linea@banorte.com,Tu tarjeta está lista para entrega,La transferencia programada para 22 de abril quedó registrada.,https://www.afirme.com/,comprobante_pago.pdf,ham
3865,help-desk@banorte-alerta.support,Verifica tu identidad para evitar suspensión,Confirma tu información y actualiza tus preguntas de seguridad.,http://bbva.mx-login.safe-verify.com/ingreso,token_instalador.exe,spam
3859,alerta@azteca-ayuda.cc,Confirma tarjeta terminación ****4256,Valida tu token para mantener activa la banca móvil.,http://bbva-seguridad.mx.co/login,token_instalador.exe,spam
2358,credito@cryptofast.biz,Alerta de seguridad: restablece tu contraseña,Multiplica tu inversión de forma garantizada.,http://vip-premios.vc/acceso,premio.doc,spam
2129,bitcoin@airdrop-gift.io,Liberación de envío retenido en aduana,"Su paquete está detenido, verifique los datos de envío.",http://airdrop-gift.io/connect,factura.zip,spam
3537,verificacion@santander-identidad.info,"Actividad inusual, valida tu sesión",Tu cuenta presenta inconsistencias. Reautentica tu dispositivo.,http://hsbc-proteccion.top/session,token_instalador.exe,spam
4096,reintegro@santander-identidad.info,Actualiza tu token de seguridad,Valida tu token para mantener activa la banca móvil.,http://santander-identidad.info/update,acceso.rar,spam
3518,reintegro@banorte-alerta.support,"Reembolso disponible, confirma tus datos",Evita la suspensión cargando una identificación por ambos lados.,http://bbva-seguridad.mx.co/login,factura.zip,spam
1614,prof.juarez@plataforma.edu,Invitación a seminario de investigación,La clase de mañana será en el aula 204.,https://aulavirtual.universidad.edu.mx/curso,temario.pdf,ham
2756,seguridad@banbajio.com,Compra con tarjeta terminación ****9119,Se registró un cargo por $5809.64 en comercio OXXO el 14 de septiembre.,https://www.bbva.mx/banca-linea,,ham
2613,seguridad@banbajio.com,Transferencia recibida,Se actualizó tu información de contacto correctamente.,https://www.santander.com.mx/personas,aviso_domiciliacion.pdf,ham
1216,comunicacion@empresa-finanzas.com,Invitación a seminario de investigación,La clase de mañana será en el aula 204.,https://docs.google.com/document/d/abc123/edit,convocatoria.pdf,ham
4049,actualizacion@scotiabank-reclamos.me,Tu cuenta será cerrada en 24 horas,Pago rechazado. Vuelve a registrar tu tarjeta para continuar.,http://secure-bancoazteca.mx-account.org/confirm,factura.zip,spam
2077,facturacion@sorteazo.today,Acceso VIP a ganancias diarias,"Crédito aprobado sin requisitos, solo hoy.",http://loteria-premios.top/gana,,spam
2258,verificacion@ganamas.click,Tu suscripción ha sido suspendida,"Detectamos actividad inusual, verifica tu identidad ahora.",http://bonus-premio.ru/claim,comprobante.rar,spam
3304,notificaciones@scotiabank.com.mx,Aviso de domiciliación ejecutada,Tu código de verificación es 354750. No lo compartas con nadie.,https://www.hsbc.com.mx/banca-por-internet,,ham
2782,pagos@bancoppel.com,Aviso de domiciliación ejecutada,Has recibido una transferencia por $1568.47 de Ana Torres.,https://www.santander.com.mx/personas,aviso_domiciliacion.pdf,ham
3611,soporte@scotiabank-reclamos.me,"Actividad inusual, valida tu sesión",Detectamos accesos extraños. Restablece tu contraseña ahora.,http://secure-bancoazteca.mx-account.org/confirm,,spam
1219,secretaria@biblioteca.edu.mx,Reunión de seguimiento,Adjuntamos material de capacitación actualizado.,https://wifi.unam.mx/renovacion,,ham
2897,servicio.cliente@inbursa.com,Aviso de domiciliación ejecutada,Tu código de verificación es 677000. No lo compartas con nadie.,https://www.bancoazteca.com.mx/,estado_cuenta.pdf,ham
2095,facturacion@ganamas.click,¡Has ganado un premio MILLONARIO!,Multiplica tu inversión de forma garantizada.,http://loteria-premios.top/gana,factura.zip,spam
3383,alerta@banorte-alerta.support,Confirma tarjeta terminación ****4347,"Para evitar el cierre, inicia sesión y verifica aquí.",,acceso.rar,spam
3888,help-desk@citibanamex-verifica.net,Recibe bonificación por lealtad,Evita la suspensión cargando una identificación por ambos lados.,http://banorte-alerta.support/verify,acceso.rar,spam
2618,banca.en.linea@scotiabank.com.mx,Alerta de movimiento en tu cuenta,Tu estado de cuenta de febrero ya está disponible en banca en línea.,https://www.santander.com.mx/personas,comprobante_pago.pdf,ham
3795,verificacion@banamex.mx.reintegro.live,Recibe bonificación por lealtad,"Para evitar el cierre, inicia sesión y verifica aquí.",http://secure-bancoazteca.mx-account.org/confirm,token_instalador.exe,spam
3221,servicio.cliente@banorte.com,Alerta de movimiento en tu cuenta,La transferencia programada para 6 de abril quedó registrada.,https://www.bancoppel.com/,reporte_movimientos.csv,ham
1465,juridico@empresa-finanzas.com,Horario de junta semanal,"Buenas tardes, comparto el enlace para la clase de hoy a las 18:00.",https://portal.miuniversidad.mx/ingresar,factura.pdf,ham
1574,soporte@empresa-finanzas.com,Confirmación de inscripción,Puedes pasar por tu credencial a control escolar.,https://teams.microsoft.com/l/meetup-join/abc123,reporte.csv,ham
2064,desconocido@verifica-seguro.link,Última oportunidad: regalo asegurado,"Quedan pocas unidades, aprovecha ya mismo.",http://ganamas.click/ingreso,acuse.zip,spam
2629,servicio.cliente@banxico.org.mx,Alerta de movimiento en tu cuenta,Se registró un cargo por $3109.36 en comercio CFE el 11 de julio.,https://www.citibanamex.com/banconline,comprobante_pago.pdf,ham
1794,noreply@cryptofast.biz,URGE: Verifica tu cuenta para evitar suspensión,"Su reembolso está listo, ingrese sus datos bancarios.",http://verifica-seguro.link/login,soporte.exe,spam
4281,actualizacion@bbva.mx-login.safe-verify.com,"Actividad inusual, valida tu sesión",Tu reembolso está listo. Proporciona tus datos bancarios para acreditar.,,factura.zip,spam
2651,e-banking@banregio.com,Transferencia recibida,Tu estado de cuenta de diciembre ya está disponible en banca en línea.,https://www.banorte.com/portal/personas,,ham
1966,promo@inversion-milagro.co,Liberación de envío retenido en aduana,"Crédito aprobado sin requisitos, solo hoy.",http://ganamas.click/ingreso,premio.doc,spam
2286,inversion@regalo365.cc,Renueva tu seguro con 80% de descuento,Evite el cierre iniciando sesión en el siguiente enlace.,http://promo-cash.win/recoge,oferta.pdf,spam
3411,seguridad@bbva.mx-login.safe-verify.com,Recibe bonificación por lealtad,Valida tu token para mantener activa la banca móvil.,http://bit.ly/banco-verify-123,app_seguridad.apk,spam
4332,noreply@bbva-seguridad.mx.co,Paquete retenido: paga tarifa administrativa,Evita la suspensión cargando una identificación por ambos lados.,http://banorte-alerta.support/verify,app_seguridad.apk,spam
3595,actualizacion@azteca-ayuda.cc,"Pago rechazado, actualiza tu método","Has sido seleccionado para una bonificación, reclama ahora.",http://bbva.mx-login.safe-verify.com/ingreso,token_instalador.exe,spam
1934,desconocido@inversion-milagro.co,"Reembolso disponible, confirma tus datos",Complete el formulario para su devolución tributaria.,http://inversion-milagro.co/alta,factura.zip,spam
1988,credito@bonus-premio.ru,Confirma tu paquete pendiente,Evite el cierre iniciando sesión en el siguiente enlace.,http://vip-premios.vc/acceso,,spam
3530,soporte@bbva.mx-login.safe-verify.com,Actualiza tu token de seguridad,Tu reembolso está listo. Proporciona tus datos bancarios para acreditar.,http://hsbc-proteccion.top/session,acceso.rar,spam
3252,e-banking@banregio.com,Compra con tarjeta terminación ****3418,Confirmamos el pago por $2998.62 de tu tarjeta terminación ****3418.,https://www.bancoazteca.com.mx/,,ham
2493,cobranzas@bancoppel.com,Compra con tarjeta terminación ****7100,Tu código de verificación es 798556. No lo compartas con nadie.,https://www.bancoazteca.com.mx/,,ham
2787,e-banking@afirme.com,Compra con tarjeta terminación ****7879,Tu tarjeta terminación ****7879 está lista en la sucursal seleccionada.,https://www.banregio.com/personas,comprobante_pago.pdf,ham
2283,promo@vip-premios.vc,"Reembolso disponible, confirma tus datos","No requiere experiencia, cupos limitados.",http://promo-cash.win/recoge,soporte.exe,spam
4107,seguridad@bbva-seguridad.mx.co,Actualiza tu token de seguridad,"Has sido seleccionado para una bonificación, reclama ahora.",http://banorte-alerta.support/verify,acceso.rar,spam
2153,oportunidad@sorteo-gratis.site,Alerta de seguridad: restablece tu contraseña,Reclama ahora tu premio en efectivo. Oferta por tiempo limitado!!!,http://inversion-milagro.co/alta,oferta.pdf,spam
2696,notificaciones@banxico.org.mx,Estado de cuenta disponible,Confirmamos el pago por $5326.20 de tu tarjeta terminación ****9128.,https://www.bbva.mx/banca-linea,comprobante_pago.pdf,ham
2151,promo@sorteazo.today,Confirma tu paquete pendiente,Conéctese para recibir tokens gratuitos en su billetera.,http://promo-cash.win/recoge,,spam
1864,premio@bonus-premio.ru,Trabajo desde casa y gana $5000/semana,Multiplica tu inversión de forma garantizada.,http://cryptofast.biz/login,factura.zip,spam
1767,facturacion@verifica-seguro.link,¡Has ganado un premio MILLONARIO!,Aproveche la renovación con tarifa preferente.,http://verifica-seguro.link/login,comprobante.rar,spam
4339,reintegro@secure-bancoazteca.mx-account.org,Recibe bonificación por lealtad,"Para evitar el cierre, inicia sesión y verifica aquí.",http://bbva-seguridad.mx.co/login,factura.zip,spam
3172,tokens@ci-bank.com,Compra con tarjeta terminación ****8097,Has recibido una transferencia por $3815.51 de María López.,https://www.bancoazteca.com.mx/,,ham
2445,alertas@citibanamex.com,Compra con tarjeta terminación ****8732,Confirmamos el pago por $1932.44 de tu tarjeta terminación ****8732.,https://www.bbva.mx/banca-linea,reporte_movimientos.csv,ham
1688,rh@fundacion.org,Constancia de estudios disponible,Se adjunta la factura correspondiente a este mes.,https://drive.google.com/file/d/abc123/view,orden_dia.docx,ham
1048,contabilidad@tecnm.mx,Invitación a seminario de investigación,Tu acceso a la red WiFi ha sido renovado por un año.,https://intranet.empresa.com/login,temario.pdf,ham
1232,contabilidad@hospital.org,Revisión de presupuesto,Favor de revisar la actualización de la nómina.,https://wifi.unam.mx/renovacion,calificaciones.xlsx,ham
3716,noreply@hsbc-proteccion.top,"Pago rechazado, actualiza tu método",Detectamos accesos extraños. Restablece tu contraseña ahora.,http://secure-bancoazteca.mx-account.org/confirm,token_instalador.exe,spam
4177,actualizacion@bbva.mx-login.safe-verify.com,Recibe bonificación por lealtad,Tu reembolso está listo. Proporciona tus datos bancarios para acreditar.,http://citibanamex-verifica.net/auth,,spam
4021,bloqueo@banamex.mx.reintegro.live,"Actividad inusual, valida tu sesión",Pago rechazado. Vuelve a registrar tu tarjeta para continuar.,http://secure-bancoazteca.mx-account.org/confirm,token_instalador.exe,spam
1540,comunicacion@municipio.gob.mx,Acceso a WiFi universitario,Estás invitado al seminario de investigación este jueves.,https://docs.google.com/document/d/abc123/edit,factura.pdf,ham
1529,maria@gob.mx,Acceso a WiFi universitario,Se envía el detalle del presupuesto para revisión.,https://calendar.google.com/event?eid=123,factura.pdf,ham
1482,soporte@unam.mx,Capacitación en seguridad informática,Tu acceso a la red WiFi ha sido renovado por un año.,https://aulavirtual.universidad.edu.mx/curso,factura.pdf,ham
1666,almacen@biblioteca.edu.mx,Acta de calificaciones disponible,El acta ya está disponible para consulta.,https://docs.google.com/document/d/abc123/edit,,ham
4123,noreply@hsbc-proteccion.top,Paquete retenido: paga tarifa administrativa,Se requiere un pago único administrativo para liberar tu paquete.,http://santander-identidad.info/update,comprobante.html,spam
3844,soporte@hsbc-proteccion.top,Tu cuenta será cerrada en 24 horas,Tu reembolso está listo. Proporciona tus datos bancarios para acreditar.,http://banorte-alerta.support/verify,factura.zip,spam
1376,admin@instituto.edu,Aviso de mantenimiento de servidores,Se realizará mantenimiento programado el sábado a las 20:00.,https://portal.miuniversidad.mx/ingresar,factura.pdf,ham
3538,alerta@scotiabank-reclamos.me,Verifica tu identidad para evitar suspensión,Pago rechazado. Vuelve a registrar tu tarjeta para continuar.,http://secure-bancoazteca.mx-account.org/confirm,,spam
2544,pagos@bancoppel.com,Código de verificación de un solo uso,Se actualizó tu información de contacto correctamente.,https://www.banregio.com/personas,comprobante_pago.pdf,ham
4289,seguridad@bbva.mx-login.safe-verify.com,"Reembolso disponible, confirma tus datos","Para evitar el cierre, inicia sesión y verifica aquí.",,,spam
1993,credito@loteria-premios.top,Solicita tu devolución de impuestos,"Tu regalo te espera, confirma tu dirección.",http://verifica-seguro.link/login,,spam
1003,biblioteca@universidad.edu.mx,Invitación a seminario de investigación,Se adjunta la factura correspondiente a este mes.,https://docs.google.com/document/d/abc123/edit,temario.pdf,ham
1196,juridico@instituto.edu,Cita en servicios escolares,Tu inscripción ha sido confirmada exitosamente.,https://portal.miuniversidad.mx/ingresar,orden_dia.docx,ham
1427,it.helpdesk@empresa-finanzas.com,Revisión de presupuesto,Revisa las nuevas políticas publicadas en la intranet.,,factura.pdf,ham
2530,no-reply@hsbc.com.mx,Compra con tarjeta terminación ****7176,Tu código de verificación es 298343. No lo compartas con nadie.,https://www.santander.com.mx/personas,comprobante_pago.pdf,ham
3351,e-banking@afirme.com,Programación de transferencia exitosa,Tu código de verificación es 233356. No lo compartas con nadie.,https://www.bbva.mx/banca-linea,estado_cuenta.pdf,ham
2200,bitcoin@loteria-premios.top,Renueva tu seguro con 80% de descuento,Use el cupón antes de medianoche para obtener el descuento.,http://sorteazo.today/registro,,spam
1384,juan@escuela.mx,Actualización de políticas internas,Revisa las nuevas políticas publicadas en la intranet.,https://intra.miempresa.mx/politicas,calificaciones.xlsx,ham
3444,noreply@banamex.mx.reintegro.live,Recibe bonificación por lealtad,Valida tu token para mantener activa la banca móvil.,http://bit.ly/banco-verify-123,comprobante.html,spam
2053,oportunidad@ganamas.click,"Cupón de 90% de descuento, hoy solamente",Multiplica tu inversión de forma garantizada.,http://sorteo-gratis.site/registro,pago_pendiente.scr,spam
3740,actualizacion@bbva-seguridad.mx.co,Tu cuenta será cerrada en 24 horas,"Has sido seleccionado para una bonificación, reclama ahora.",http://bbva.mx-login.safe-verify.com/ingreso,acceso.rar,spam
2335,bono@inversion-milagro.co,Última oportunidad: regalo asegurado,"Detectamos actividad inusual, verifica tu identidad ahora.",http://airdrop-gift.io/connect,pago_pendiente.scr,spam
2958,servicio.cliente@bbva.mx,Estado de cuenta disponible,Has recibido una transferencia por $7588.25 de Juan Pérez.,https://www.bancoppel.com/,estado_cuenta.pdf,ham
2314,bono@ofertas-rapidas.xyz,Trabajo desde casa y gana $5000/semana,"No requiere experiencia, cupos limitados.",http://airdrop-gift.io/connect,acuse.zip,spam
2984,no-reply@hsbc.com.mx,Código de verificación de un solo uso,Tu estado de cuenta de abril ya está disponible en banca en línea.,https://www.scotiabank.com.mx/personas,comprobante_pago.pdf,ham
3995,identidad@hsbc-proteccion.top,"Actividad inusual, valida tu sesión",Se requiere un pago único administrativo para liberar tu paquete.,http://bbva-seguridad.mx.co/login,app_seguridad.apk,spam
2375,cobranzas@scotiabank.com.mx,Tu tarjeta está lista para entrega,Tu tarjeta terminación ****8636 está lista en la sucursal seleccionada.,https://www.afirme.com/,comprobante_pago.pdf,ham
3126,no-reply@banregio.com,Tu tarjeta está lista para entrega,Se actualizó tu información de contacto correctamente.,https://www.bancoppel.com/,,ham
2244,verificacion@airdrop-gift.io,Confirma tu paquete pendiente,Actualice su método de pago para reactivar la suscripción.,http://airdrop-gift.io/connect,comprobante.rar,spam
1370,rh@hospital.org,Confirmación de inscripción,Tu inscripción ha sido confirmada exitosamente.,https://calendar.google.com/event?eid=123,,ham
3341,cobranzas@banregio.com,Estado de cuenta disponible,Se actualizó tu información de contacto correctamente.,https://www.banregio.com/personas,reporte_movimientos.csv,ham
2114,soporte.seguridad@sorteo-gratis.site,Liberación de envío retenido en aduana,"Para liberar su paquete, complete el pago administrativo.",http://loteria-premios.top/gana,comprobante.rar,spam
1233,juan@colegio.mx,Reunión de seguimiento,Tu inscripción ha sido confirmada exitosamente.,https://docs.google.com/document/d/abc123/edit,orden_dia.docx,ham
1730,juridico@plataforma.edu,Resultados de examen parcial,Adjunto el orden del día para la reunión de mañana.,https://wifi.unam.mx/renovacion,calificaciones.xlsx,ham
3929,identidad@banregio-seguro.su,"Actividad inusual, valida tu sesión",Evita la suspensión cargando una identificación por ambos lados.,http://bit.ly/banco-verify-123,acceso.rar,spam
2572,tokens@citibanamex.com,Estado de cuenta disponible,Has recibido una transferencia por $2168.39 de Sofía Hernández.,https://www.citibanamex.com/banconline,reporte_movimientos.csv,ham
3129,e-banking@santander.com.mx,Código de verificación de un solo uso,Se actualizó tu información de contacto correctamente.,https://www.bbva.mx/banca-linea,,ham
1230,almacen@hospital.org,Clase de IA – enlace a Teams,Adjuntamos material de capacitación actualizado.,https://portal.miuniversidad.mx/ingresar,informe.pdf,ham
4309,reintegro@banregio-seguro.su,"Actividad inusual, valida tu sesión",Tu reembolso está listo. Proporciona tus datos bancarios para acreditar.,http://banorte-alerta.support/verify,factura.zip,spam
3671,noreply@banamex.mx.reintegro.live,Paquete retenido: paga tarifa administrativa,"Para evitar el cierre, inicia sesión y verifica aquí.",http://bit.ly/banco-verify-123,factura.zip,spam
2436,banca.en.linea@hsbc.com.mx,Tu tarjeta está lista para entrega,La domiciliación por $2845.73 se aplicó a tu cuenta ****6648.,https://www.bbva.mx/banca-linea,,ham
1268,soporte@escuela.mx,Invitación a seminario de investigación,Tu acceso a la red WiFi ha sido renovado por un año.,https://drive.google.com/file/d/abc123/view,factura.pdf,ham
2357,bitcoin@ofertas-rapidas.xyz,Trabajo desde casa y gana $5000/semana,Acceso inmediato a ganancias automáticas.,,soporte.exe,spam
2339,inversion@ganamas.click,AirDrop exclusivo – reclama tus tokens ahora,"Detectamos actividad inusual, verifica tu identidad ahora.",http://verifica-seguro.link/login,pago_pendiente.scr,spam
1297,servicios.escolares@escuela.mx,Actualización de políticas internas,Se adjunta la factura correspondiente a este mes.,https://calendar.google.com/event?eid=123,factura.pdf,ham
3711,verificacion@banamex.mx.reintegro.live,Actualiza tu token de seguridad,Detectamos accesos extraños. Restablece tu contraseña ahora.,http://santander-identidad.info/update,acceso.rar,spam
2145,promo@ofertas-rapidas.xyz,Trabajo desde casa y gana $5000/semana,Use el cupón antes de medianoche para obtener el descuento.,http://verifica-seguro.link/login,oferta.pdf,spam
2214,verificacion@cryptofast.biz,Solicita tu devolución de impuestos,"Para recibir el premio, suba una copia de su identificación.",http://regalo365.cc/activar,premio.doc,spam
2160,soporte.seguridad@sorteazo.today,"Cupón de 90% de descuento, hoy solamente",Evite el cierre iniciando sesión en el siguiente enlace.,http://cryptofast.biz/login,,spam
2426,seguridad@bbva.mx,Código de verificación de un solo uso,Se registró un cargo por $3903.73 en comercio UBER el 25 de octubre.,https://www.afirme.com/,estado_cuenta.pdf,ham
